LAC  ,CELLID   
21270,18458
21270,18454
21270,18452
21270,36123
21270,36129
54045,16512
54045,15423
54045,1211
21528,36201
21522,8522
21522,8528
21522,6141
21522,26141
54033,72
54033,16233
54033,1794
54033,2401
54033,2851
54033,1431
21265,41092
54270,43702
21528,9483
21528,9489
54045,2013
54045,1091
21270,36121
54045,15421
21528,703
21528,20703
54045,1131
21270,19588
21270,19587
21270,19581
21270,7361
21270,27361
21270,36579
21270,36573
54045,4844
54045,491
54045,1663
54045,3621
21522,11751
54033,10301
54033,1793
54033,1796
54033,2403
21528,181
21751,181
21528,20181
21278,65452
21270,39832
21270,19583
21270,27363
21270,7363
54045,531
54045,3522
54045,4846
54045,493
21528,36262
21275,10114
21528,18323
54045,123
21528,18477
21528,18471
54045,1611
21270,36571
21270,36577
54045,1661
54045,3622
21522,662
21522,20662
21522,8521
21528,14173
21522,18689
21522,16209
54033,71
54033,111
54033,113
54033,1903
25353,7771
25350,4321
21528,701
21528,20701
21279,18702
54045,17203
54045,28182
54045,28183
54045,28181
21528,10236
21528,18303
21528,18309
54045,5832
54045,5831
54045,93
54033,1791
54033,112
54033,1902
21528,14172
21528,14178
21522,18029
54033,193
21279,39687
21279,39681
25350,64021
21522,9407
21522,26143
21522,6143
21528,9487
21528,9481
54045,2011
21528,12857
21275,44969
54045,421
54045,424
54045,1743
54045,3483
21522,16201
21279,902
21279,27253
54045,17211
54045,27852
54045,17583
21266,13581
21266,8902
21266,8908
54045,3271
54045,3022
25620,65163
21270,202
21279,39689
54045,17202
54252,22613
21279,18708
21528,12852
21528,12858
21522,37021
21275,10631
21275,10116
21275,8083
21275,8089
54045,422
54045,4401
54045,4402
54045,4403
21527,8793
21527,8794
21528,5101
21522,44923
54045,3352
21275,8081
21275,8087
21275,11609
21522,18687
54045,332
21528,273
21270,43391
54037,11791
54037,11793
54037,11792
54037,12733
54037,11733
54037,11732
54045,15422
21528,272
21522,37022
21275,13603
54045,1132
21270,36122
21522,18027
54033,191
21532,34409
54033,1681
54033,1682
54033,1683
21270,19582
21528,7362
21528,27362
21528,12463
54045,4845
54045,492
54045,1331
54045,153
21528,9482
21528,9488
21522,9401
21522,9408
21522,6142
21522,11752
21522,11758
21522,30083
54033,10302
54033,1792
54033,1795
54033,2402
54033,563
54033,561
21725,30449
21725,30447
54045,15353
21279,18857
21279,45621
21279,45152
21279,18169
21279,18164
21279,18163
54045,17261
54045,15881
54045,15884
54045,5841
54045,5842
54045,22121
21270,43392
21528,18321
21528,28913
21528,8913
54045,2012
54045,121
54045,3863
54045,4492
21279,46317
54045,17262
21522,18688
21522,16202
21522,16208
21522,34651
21522,45202
54033,1161
21279,20902
21279,27251
21279,45361
54045,17581
25350,4322
21528,36572
21528,12462
54045,1662
54045,3623
21275,13601
21751,51252
21522,9402
21522,13031
21522,10561
21522,11019
54033,411
54033,921
54033,931
54033,393
54045,4911
54045,5554
21279,27252
21279,11947
21279,11949
54045,17582
54045,17373
54045,20341
21528,18301
21528,8911
21528,28911
54045,91
54045,3861
21528,20702
21528,702
21275,44968
54045,1742
21279,37751
21279,37752
21279,48052
21279,44831
21279,16583
54045,18842
54045,18853
54045,17393
21725,30442
21725,46379
54045,3223
54045,593
54045,3482
21275,8088
21275,8082
21275,45073
21270,36062
54045,15982
54033,562
21528,18302
21439,6059
54045,92
21725,19893
54045,591
21522,34658
21522,34652
21522,44922
21679,37253
21679,37259
54033,1162
21279,44833
21725,12293
21725,12299
54045,15351
54045,18133
54045,15402
54045,15401
54045,15403
54045,15352
54045,122
54045,4913
21522,30082
21522,11017
21679,443
21679,447
54033,391
54033,4961
54033,4962
54033,4963
54033,4965
54033,573
54033,891
54033,892
54037,4951
54037,4952
54037,4953
54033,4632
54033,4633
54033,4634
21275,11608
21275,34817
21275,45072
21275,34819
21275,45161
21528,18472
21528,18478
21528,18322
21275,44961
21275,11601
21439,6058
54045,1612
54045,1741
54045,3481
21522,18028
21522,44927
21275,13602
21275,13599
21275,13593
54033,192
54033,4663
25353,2971
21679,37251
21275,13591
54033,4661
21439,6051
21439,6057
21439,19139
21439,19137
21439,10183
21439,45133
54045,152
54045,21381
54045,21382
54045,21383
54045,21384
54045,4993
21679,10243
21679,39762
21679,39769
54033,2871
54033,941
54033,4821
21265,4642
54270,44032
21439,25269
21439,25263
54045,2723
54045,223
21679,37252
25617,8851
21275,45071
21679,34049
21679,34043
21679,34047
54033,1653
21439,8912
21439,28912
21439,6133
21439,19107
21439,19104
54045,3862
54045,4912
54045,503
54045,9611
54045,9612
54045,962
54045,964
54045,965
54045,963
54045,1583
21275,34818
21275,34419
21275,7523
21275,27523
54045,273
54045,731
54045,732
54045,733
54045,734
54045,735
54045,736
54045,31
54045,33
54045,5081
21439,19138
21439,6131
21439,26131
21439,18033
54045,501
54045,21081
54045,21082
54045,21083
54045,27843
54045,28803
21439,10122
21439,18037
21439,37223
54045,4991
54045,2773
54045,28801
25617,8981
25350,65093
21279,16581
21279,36088
54045,18852
54045,17391
54045,21282
21725,46378
21725,46372
21725,19892
21725,25267
21725,43851
21439,18031
54045,3222
54045,3224
54045,592
54045,2721
21439,19109
21751,191
21275,191
21275,20191
21278,65455
21275,10021
21439,25119
21439,25113
54045,321
54045,4011
21275,851
21275,20851
54033,341
21522,11018
54033,392
54045,3221
54045,221
54045,224
54045,27841
54045,32
54033,4662
54268,48251
21751,5902
54268,47252
21275,13592
21275,45985
21439,25268
21439,10291
54045,2722
54045,222
54269,1501
54269,1502
21679,39767
21679,45494
21679,30409
21679,30403
54033,5281
54033,603
54033,4753
54033,544
21279,30377
21279,30371
21279,44337
21279,44339
54045,17372
54045,28973
54033,601
54033,604
54033,4751
25353,6761
21275,20853
21275,853
21679,30401
54033,343
21439,25117
21439,25111
21439,25143
21439,25149
54045,4992
54045,1581
21679,34041
54033,1651
54033,4823
25353,6613
54252,22942
54252,22943
21275,30368
21275,30362
21275,16971
21275,10751
54045,302
54045,2971
54045,751
54045,752
54045,753
21751,193
21278,65457
21275,20193
21275,193
21275,7521
21275,27521
54045,272
54045,323
21439,26132
21439,6132
21439,19108
21275,25171
21439,45163
54045,502
54045,1582
21679,442
21679,34048
21679,12823
21679,16021
54033,572
54033,1652
54033,4793
54033,3693
21725,34957
21751,33
21725,33
54045,14051
54045,3901
54045,3053
21439,10135
21725,34958
21725,34952
21725,44912
21725,44214
21725,17417
21725,17411
21725,17413
54045,14052
54045,3902
21439,10301
21439,8183
21439,28183
54269,4061
54269,4062
54045,28393
54269,3721
21679,39768
21679,9363
54033,3135
21679,37977
21275,10081
54269,1193
21279,30372
21279,30378
21279,44338
54045,28972
21279,18982
21279,19679
21279,10166
54045,19091
54045,21073
21679,9361
54033,3134
21679,29363
21275,10127
54033,4822
21439,19069
54045,29013
21439,37222
54045,2772
21439,25147
21439,19067
54045,29011
21725,37221
21725,36753
21725,36759
54045,2771
54269,1383
54033,342
25350,5761
21265,8942
21439,18032
54045,27842
54045,28802
54269,4021
21275,30361
21275,30367
21275,34411
21275,192
21751,192
21275,20192
21278,65456
21439,45132
21275,6123
21275,6129
54045,301
54045,2961
54045,2962
54045,2963
54045,2964
54045,271
54045,322
54269,3983
54045,2373
25620,5172
54268,47722
54033,1623
21275,852
21275,20852
21275,18889
54033,28362
54033,28363
54033,28364
54269,3971
21679,30402
21679,30408
21679,20893
21679,893
54033,602
54033,4752
54033,5873
54033,29311
54033,3111
54033,3112
54033,3701
54033,3702
54033,3101
54033,3102
54033,3103
54033,3104
54033,3105
54033,3106
21275,27522
21275,7522
21275,11123
21275,11129
21275,34993
21275,18887
54269,2613
54033,28361
21679,12822
21679,10981
21679,36847
21679,34839
54033,4792
54033,3691
54033,1621
54033,21981
54033,1913
21751,5301
21275,11121
21275,11127
21275,29243
21275,9243
54269,1191
54269,2611
54269,3593
21275,7233
21275,27233
54033,5973
54033,4031
54033,5971
21725,36758
21725,36752
21439,8181
21439,8187
21439,45192
21725,24903
21725,24909
21725,6103
21725,26103
21725,45031
54269,1382
54045,28391
54269,2763
25350,4971
21439,19183
21439,19189
54269,4923
21275,9241
21275,29241
54269,24191
54269,24181
54269,24182
54045,3791
54045,3792
54269,3591
21275,18839
54269,28371
54269,28372
54269,28373
54269,5883
54269,383
21439,10471
54269,3951
21439,11281
21439,11287
54269,3671
54269,5891
25617,12661
21439,25112
21439,25118
21439,45811
21275,6121
21439,24079
54269,3981
54045,2371
54269,2573
54269,5463
21679,12827
21679,12821
21679,18343
21679,18349
54033,4781
54033,4783
21275,6128
21275,6122
21439,19187
21439,19181
54269,4921
21275,34997
21275,11128
21275,11122
54269,1192
21679,9362
21679,29362
21679,891
54033,3136
54033,5871
25350,4881
54269,28881
54269,28882
54269,28883
21439,28184
21439,28182
21439,8182
21439,11283
21439,11289
54045,28392
54269,3673
54269,5893
21725,24908
21279,44117
21275,18831
21275,18837
21679,20892
21679,34837
21679,44789
54033,5872
54033,1911
21275,13023
21275,13029
54269,3982
54045,2372
54269,5881
54269,381
54269,3143
21725,26102
21725,6102
54269,2762
21725,45461
21725,44209
21725,44218
21725,24907
21725,6101
21725,26101
21725,44778
21725,43637
21725,43638
21725,10143
21725,37473
54045,21621
54269,2761
54269,3961
21278,65451
54269,3873
54269,51
21275,18888
21275,27232
21275,7232
21275,36613
21275,36619
54033,823
21679,44787
21679,37391
21275,24998
21275,24999
21679,45992
54033,14023
21275,10128
21439,171
21725,19083
21725,19089
54269,3871
54269,29033
21679,18347
21679,18341
21679,26443
54033,4782
54037,5763
21275,36612
54033,822
54033,5972
21679,6441
54037,5761
21679,34838
54033,1912
21679,18342
21679,18348
21725,25527
21725,19887
21725,15992
21725,15998
21725,34949
21725,971
21725,20971
21725,20974
21725,19877
54045,16391
54045,4834
54045,4835
54045,4833
54045,4831
54045,17462
54045,29342
54045,27621
54045,28331
54045,28332
54045,1353
21275,34998
21275,18832
21275,24997
21275,45382
21275,43
21751,43
21275,45927
21264,19303
54269,2612
54269,5882
54269,382
54033,14021
54269,3773
54269,4893
21439,911
21439,20911
21439,12843
21439,37453
54269,29331
54269,28843
54269,28584
54269,28585
54269,1756
54269,1752
54269,28461
54269,28462
54269,28463
54269,28464
21725,44207
21725,43631
21439,11288
21439,11282
21439,12841
21439,173
21439,25983
54269,3672
54269,5892
54269,28841
54269,1751
54269,2733
21264,39709
21679,14321
21679,14327
21679,12471
21679,45032
21679,37997
21679,30473
21679,30479
54037,27931
54037,5751
54037,5783
21275,36611
54033,821
54037,20421
54037,5033
21751,173
21439,20173
21439,12842
54269,28842
54269,1754
54269,1755
54269,1753
21725,19882
21725,19888
54045,16392
21264,19302
21679,18899
54037,5673
21751,41
21275,41
21264,15958
21264,15959
54269,28353
21679,19113
21679,45994
21679,10921
54033,14022
21679,44788
21679,36704
54037,5031
21275,7231
21275,27231
21264,42
21751,42
21679,18897
54037,5671
54037,5674
54252,27113
21439,24078
21275,13028
21275,13022
21264,7489
21264,7483
21439,45162
54269,2572
54269,5462
54269,3142
54269,3453
54269,27441
54269,29803
54269,20461
54269,28351
21751,172
21278,65450
21439,172
21439,20172
21439,37457
21439,10431
21439,10481
54269,3872
54269,3991
54269,29111
21725,44208
21725,19088
21725,19082
21725,36823
21725,36829
21439,12309
21439,12303
54269,29032
54269,1523
54269,5943
54269,5941
54269,21041
54269,21042
54269,21043
21439,8841
21439,28841
21439,10851
54269,5953
21439,912
54269,5821
54269,5822
21439,37843
21725,36821
21725,36824
54269,1521
21439,25987
54269,2731
21439,19727
21725,19087
21725,19081
21725,18362
54269,29031
54269,3451
54269,3772
21439,19729
21439,8843
21439,28843
54269,5952
54269,281
21439,37458
21679,26441
21264,45381
21679,10164
21264,39708
21679,36701
21679,45938
21679,45765
21527,39782
21439,10441
21751,5162
54268,47222
21264,45075
21264,19307
21264,19301
21264,34369
21264,10811
54269,3771
54269,4891
54269,1673
54269,3781
54269,3782
54269,3783
21264,7487
21264,7481
54269,3141
54269,29801
54269,283
21679,30471
21679,30477
21679,36703
21679,36379
54037,2631
54037,5781
54037,23883
21725,972
21744,43621
54045,27622
54045,1352
54269,4892
21677,64153
54270,43803
21744,43628
21744,43629
21679,12472
21439,25988
54269,2732
21264,7482
54268,47221
21439,12301
21439,45191
21744,25479
54269,4112
54269,4113
54269,21351
21264,7488
54269,3452
54045,5331
54269,29221
54269,5683
21264,34367
54269,29802
54269,28352
54269,1671
21265,4432
54270,43202
21679,19112
54037,5002
54037,17793
21744,9132
21744,9138
54045,3513
21679,16221
54037,5032
54037,21631
54037,21632
54037,21633
54037,21634
54037,21635
54037,5731
54037,5733
21679,26442
21679,6442
21679,18898
21679,16223
54037,5762
54037,5672
25347,19779
54269,29141
54269,20673
54269,2172
21439,45164
21439,46287
21439,37841
54269,20671
54269,20674
54269,2171
21439,19722
21439,8842
21439,8848
54269,5951
54269,282
54045,3512
21751,5911
54268,48273
21265,41312
21725,36828
25347,25478
54269,1522
25350,5762
25347,46059
21679,34573
21679,39029
21439,12302
21439,12308
54269,5942
21679,36702
21264,10491
21679,743
54037,28223
25347,7313
54269,27511
54269,27513
54269,3193
25347,25419
21264,11591
21264,11597
54269,5681
54269,5684
21264,11599
21264,11593
21264,7331
54269,211
54269,5686
54269,722
54269,721
21439,37842
21264,7337
21264,19291
54269,4971
54037,17792
21264,741
25347,19777
21264,34368
21264,7339
21264,7333
21264,15939
54269,5813
21744,48101
21744,7261
54045,3441
21744,11673
21744,11679
54045,29243
21264,45987
21264,45883
25620,51292
21679,16222
21679,16228
25620,5923
21679,8532
21679,28532
21679,34577
54037,1971
54037,1972
54037,1973
54037,5692
54037,5693
21744,10123
21744,44248
21744,45282
54045,3511
21744,25477
21744,25411
21744,17511
21744,17517
21744,17513
54045,29353
21264,11592
54269,212
54269,5685
54269,5811
21264,15937
25347,19778
25347,37583
54269,20672
54269,2173
21264,45958
54037,5732
54037,28221
21264,19292
54269,4972
21264,15987
21264,15983
54269,1672
54037,3323
25347,9291
25347,9297
25347,24019
54269,28341
54269,2593
25617,14191
25617,14193
54252,21583
54252,21581
25347,7311
25347,19469
54269,3191
54269,20223
25347,37581
25347,37587
21264,34933
54037,2543
54269,28342
54269,2592
25347,46058
25347,7312
54269,27512
54269,3192
25347,24017
25347,19073
54269,2591
21744,44053
21744,43679
21264,7332
21264,27332
54269,5812
21264,15938
54037,3321
25346,39531
25347,45432
54269,21841
54269,21842
54045,29351
54045,24013
25347,19071
25347,45012
25347,25163
54045,24011
21264,8593
21264,28593
54037,27633
21264,34319
21264,34313
54037,1693
25353,13252
54252,27112
25347,10119
25347,6083
25347,26083
54269,2151
54269,2153
54269,28453
54269,28456
25620,5271
25347,9298
25347,9292
21264,37911
21264,45322
54269,3821
54269,3822
54269,3811
54269,3812
21264,742
21264,36781
54037,28222
54037,1701
25347,37582
25347,16349
54269,4943
54269,4941
54269,4091
21751,5752
21744,44052
21744,18829
54045,4231
54045,4232
54045,4363
21264,36834
54037,3831
54037,12593
21527,45993
21527,11823
54037,20692
25620,5273
21264,34931
21264,8591
21264,28591
54037,27631
21264,34317
54037,3322
54037,2541
54037,1691
25353,7972
21264,36782
21264,45885
21264,19203
54037,1702
54037,12591
21744,44051
21744,36388
21744,18827
54045,21902
54045,4361
25347,25418
25347,19461
25347,19467
21744,45954
21744,46438
25347,6081
25347,26081
54269,21881
54269,21951
54269,21952
54269,21954
54269,21955
54269,20871
54269,3472
54269,28454
54269,28451
21264,34932
21264,28592
21264,45059
54037,2542
21264,36831
21264,36832
21264,36838
21264,45167
21264,19201
25347,19468
25347,26082
25347,6082
25347,25161
25347,25167
25347,44759
54269,20222
54269,28455
54037,27632
54037,1692
54037,4803
21264,12214
21264,12211
21264,12217
54269,28081
21264,15988
21264,12213
21264,12219
54269,28083
25347,19072
25347,16348
25347,30103
54269,4942
21264,8592
21744,46437
21744,44129
25347,44757
25347,44751
25347,24018
54254,22983
21264,37918
21264,36569
21264,36563
54269,22171
25347,16347
25347,25168
25347,30107
25347,30101
25353,9143
54252,27133
21264,34318
21264,17551
21527,25102
21527,25101
21527,39197
21527,43897
21527,36597
21527,36599
54037,2552
54037,2421
54037,1343
54045,20372
54037,5191
54037,4322
54037,4323
54037,4321
54037,5181
54037,5182
54037,5183
54037,5201
25347,10232
25347,44752
25347,11989
25347,45937
54269,29073
54045,20521
21264,12218
21264,12212
21264,28233
54269,28082
54037,4801
54037,20103
54037,20101
25350,4293
54037,20102
25347,30102
25347,36417
25347,36416
21264,8233
25353,6791
21264,45166
21744,39802
21744,44127
54045,3551
54269,5631
21527,36013
54037,2551
21744,39801
21744,25079
54045,24012
25350,51123
21744,36499
25617,7861
25346,39532
25346,36953
54045,21493
54037,4802
25346,36952
54045,21492
25346,30123
25346,30026
54045,21273
54045,20633
25620,5922
21265,64001
21265,4982
54270,43722
21744,7299
54045,3633
54269,1733
25347,11987
25347,18669
54269,29071
54269,3341
54269,3342
54269,3343
54269,3803
25347,9073
25347,9079
54269,27873
21744,36491
21744,36497
25347,9071
25347,9077
25347,45175
25347,45174
25347,45173
25347,45172
54269,29072
54269,27871
54045,23901
54269,1631
21751,51361
21264,8232
21264,8238
21264,10118
25347,11988
25347,9078
25347,24479
21744,24473
54269,1533
54269,23581
25347,18661
25347,18667
54269,3801
25346,15368
54252,21582
25346,12192
21744,6461
54269,3651
54045,20522
54269,1731
21264,12281
21264,12282
21264,8631
21264,28631
25347,37859
21264,44329
54269,5901
54269,2271
25347,37857
25347,15973
25347,15979
54269,5933
54269,2623
25347,18668
25347,15977
54269,3802
54269,5931
54269,2621
21265,4652
54270,43412
21744,39333
54045,28691
21264,19517
54269,20241
25347,24477
21744,24471
54269,1531
54269,23582
21744,6462
54269,3652
54269,1732
25620,5061
21677,64433
54270,44202
54268,47441
25346,30122
25346,15583
54045,20632
21527,14371
21527,14377
21527,14372
21527,11301
21264,11853
21527,44828
54269,5702
54269,3601
54269,812
21527,44812
21527,44811
21269,9863
25350,4491
21744,30312
21744,30233
54045,20831
54045,20832
54269,5991
54269,24231
21744,16921
21744,16928
21744,16922
54045,29742
25346,15829
54252,24493
25350,41211
54268,47442
21269,15617
21269,15611
21269,25588
21269,34437
21269,453
21269,20453
54269,28592
54269,20653
54270,43673
21264,10691
21264,6012
54269,5712
54269,3261
54270,43411
21677,40162
21677,4597
25353,7943
21438,45936
21438,39879
21438,45619
21438,43379
21438,45101
54269,4391
21438,39877
25346,9683
54045,21683
25617,15532
54252,29081
21744,37522
54269,28773
21751,5492
54268,48082
21527,44827
21438,11583
21438,11322
54269,3263
21438,10167
21677,41261
21677,4133
54270,43181
54270,43261
21677,4592
54270,43262
21265,4181
21438,11582
54269,11072
54269,3262
21438,43378
21438,10082
21438,45045
21438,10199
54269,4541
54269,24091
54269,24071
54269,24072
21751,5312
25617,13393
21677,41262
21677,45746
21677,45745
21677,45744
21677,45743
21677,45738
54270,43182
54270,43762
54270,47181
54270,47182
54270,47183
25346,13423
54269,20392
54269,20393
25617,34781
54252,29082
25620,51141
21438,19372
21438,19378
54269,29152
21438,44227
21438,10188
21438,10187
21438,10126
21438,16449
54269,27573
54269,21831
54269,21833
25353,572
25620,51262
21269,25399
21744,43568
21744,43327
21744,34471
21744,34862
54269,22541
54269,23543
21265,41182
54270,43682
21438,37501
21438,16308
21438,45613
21438,45616
21438,45615
21438,45606
21438,45605
21438,45604
21438,45603
21438,45602
21438,45601
21438,45597
21438,45596
54269,24081
54269,2912
25350,4492
54270,43712
21438,7652
21438,45593
21438,45990
21438,45989
21438,45988
21438,45612
21438,45611
21438,7643
21438,45608
21438,45607
21438,11777
21438,11771
21438,45105
54269,3421
54269,3422
54269,3423
54269,3461
54269,3462
54269,3391
54269,3392
54269,3411
54269,3412
54269,3413
54269,3081
54269,3063
54269,3011
54269,3012
54269,3013
54269,3161
54269,3162
54269,3163
54269,3232
54269,3233
54269,3531
54269,3533
54269,3532
54269,28511
21744,39861
21277,463
54269,21403
54269,21851
25617,15531
21438,7642
21527,11701
21527,11702
21438,45104
54269,3083
54269,3062
54269,20851
54269,20861
54269,20881
54269,20911
21269,45153
21269,44868
21269,45821
21269,10235
21269,30302
21269,30308
21269,45062
21269,45063
21527,8931
21269,45064
54269,29821
54269,29822
54269,29823
54269,29824
54269,21791
54269,21793
21269,37033
21269,37018
21269,45009
21269,34097
21269,30301
21269,37699
21269,25649
21269,18607
21269,18601
21269,45917
54269,22852
54269,22873
54269,22863
54269,22031
21269,39417
21269,36809
21269,36803
21269,45061
54269,21973
54269,21971
25620,5411
54268,43423
21438,7641
21438,45595
21438,45594
21438,45598
21438,45599
54269,3061
54269,27401
54269,27411
54269,27381
54269,27382
54269,28531
54269,28532
54269,28533
54269,28521
54269,28501
54269,28502
54269,28541
21438,45964
21277,462
21277,468
54269,21402
21269,36807
21269,36801
21269,34098
21269,37698
21269,17863
21277,13763
54269,22032
54269,21781
54269,21782
54269,23842
54269,23843
54269,28213
21269,25648
21277,45134
25353,12713
54252,27063
21269,37032
21277,45005
21277,36773
21269,17861
54269,22203
54269,23841
25617,34441
21277,45147
21527,9289
21527,9283
21527,9282
21527,9288
21269,45341
21269,17523
21269,17529
21274,64061
21269,19451
21269,44807
21269,44804
54269,20571
21269,39418
21269,19453
54269,20573
54252,29212
21277,13761
54269,22202
54269,28211
21277,36772
21269,18603
54269,27793
21527,17562
21265,64373
21438,36292
25346,24442
21269,18602
21269,17862
21269,17521
21269,17527
54269,27791
21277,13762
54269,28212
21269,10121
21438,45960
54269,20363
54269,28861
54269,28862
54269,28863
54269,21811
54269,21812
21269,19452
21269,8162
21269,8163
54269,20572
54269,28092
54269,28093
54269,27461
54269,27462
21269,6033
54269,21573
54269,1511
54269,22063
54269,22064
54269,22061
54269,27792
25617,9932
21269,44802
21438,45106
21277,25689
54269,24153
21277,24278
21274,4921
21269,30323
21269,30329
54269,5071
54269,28103
54269,27521
54269,27522
54269,27523
25620,5782
54268,47192
25353,12712
54252,27062
21438,43497
21527,13827
21269,34893
54269,23983
21274,64522
21265,4242
21265,45004
54270,43391
21277,25687
21277,25681
21277,12411
54269,24151
54269,27541
54269,28201
21269,34892
21277,34292
54269,23032
21677,64362
21274,64301
21274,5812
54270,47431
21269,6032
54269,21572
21269,30322
21269,34891
21269,17537
21269,17531
21269,17532
54269,28102
54269,23981
54269,20292
54269,20293
54269,27902
25617,17793
21265,64372
21269,10134
21269,30327
21269,30321
54269,28101
54269,27901
54269,27903
21677,41202
21751,5381
54268,47091
54270,47432
21265,40153
54270,43743
54252,27033
21438,19157
21438,45617
54269,23982
54269,20181
54269,20092
54269,20093
54269,20094
54269,20091
21751,5872
25346,18012
54269,29121
21277,17717
54269,27542
54269,21121
21269,39443
54269,24423
21277,17718
21269,16251
54269,21122
54269,27501
21751,5892
21269,16252
54269,27502
54269,24421
21438,11392
21438,6021
21438,45592
21438,45618
21438,45591
54269,4772
54269,27681
54269,27683
54269,22911
54269,22912
25620,51071
25617,8551
21751,65341
21438,19158
21277,27463
54269,27561
54269,27562
54269,27563
21746,65212
54268,47101
54269,4771
21269,39447
21521,45001
25353,12683
21277,13299
21277,13293
54269,22931
54269,22932
54269,27801
54269,27803
21278,7953
21277,10158
21277,10169
21277,45841
21274,4621
21277,7462
21277,27462
21277,36607
21277,36601
54269,21861
25620,5262
54268,47152
21746,5441
54268,47082
54268,47001
21746,65142
21746,5013
54268,47062
54268,47383
21746,5011
54268,47381
54268,47311
21265,4813
54270,43862
21277,9437
21277,9431
21277,9438
54269,20932
54270,47171
21277,34968
21277,34969
21277,45002
21277,8253
21277,28253
54269,23991
54269,20822
54269,20823
54269,22081
54269,27923
54268,47422
21746,65153
21746,5442
21746,25442
54268,47002
54268,47413
21521,7321
54269,27661
21746,5033
21277,24981
54269,24001
54269,23992
21746,5012
54268,47382
21746,46212
21746,5373
54268,48292
54268,47323
21746,5371
21746,5377
54268,47321
21278,24303
21746,5393
54268,47403
21521,7322
21521,14063
54269,27893
54269,27896
54269,18751
21274,4311
21746,5391
21746,5023
54268,47401
54268,47013
21265,41131
54270,43321
21746,5021
54268,47011
21746,65188
21746,65182
54268,47342
54268,47391
21531,30283
54252,27141
21746,5031
21746,43313
21746,5392
54268,47412
21278,24302
21277,28252
21277,8252
54269,27922
25346,13531
54269,20541
21746,5032
21531,13731
21746,43311
21746,5022
54268,47012
25620,5131
54268,47402
21746,65071
21746,65251
54268,47073
21277,22
21751,22
21277,20022
54269,20152
54269,20153
21278,8581
21274,64082
54270,43832
21274,41292
25358,4702
25358,4708
25358,10641
54270,43362
54270,43022
21277,39791
54268,47071
54252,20733
21277,39509
54268,47042
54268,47072
21751,65122
21746,65243
54270,43093
21746,65292
54268,47682
21277,43767
21278,12741
21751,5842
21751,5322
54268,43512
25358,45006
25358,64571
25358,45049
25358,45181
25358,64143
25358,45067
25358,45069
21746,5453
54268,47033
54252,24321
54270,43133
54268,47681
21746,65253
54268,48281
25358,64142
21278,14291
54269,29191
54269,27782
25620,5932
25620,65302
21746,65241
21521,10150
21521,46667
21521,46658
21521,46657
21521,18073
54269,20601
54269,27763
54270,43132
25617,39812
25358,45068
21746,5451
21746,5452
54268,47032
25358,45911
25358,64242
54270,43092
21521,46668
21521,46659
21521,18075
21521,18078
21521,18072
21521,18079
21521,18067
21521,18070
21521,46648
21521,46647
21521,45981
21521,46639
21521,46638
21521,46637
54269,20704
54269,27771
54269,20711
54269,20712
54269,20713
54269,20714
54269,20702
54269,20703
25358,4039
25358,4033
54270,43191
54270,43163
54269,27762
21521,17202
21521,14331
21521,14337
54269,5741
21521,18077
54269,27761
21523,13672
25358,4037
25358,4031
54270,43161
25358,4032
25358,4038
54270,43162
21531,24352
21274,4823
21521,11548
21265,4483
54270,43223
21521,18062
21521,18068
21521,18089
21521,8663
54269,27772
54269,20751
54269,20752
54269,20753
54269,20754
54269,20755
54269,27993
54269,20741
54269,20742
54269,20743
54269,20744
54269,20745
54269,27493
21677,6173
54269,20623
25358,64441
54252,28483
21521,18087
21521,18081
21521,8661
21521,28661
21521,11509
21521,11503
21521,11681
21521,11539
21521,11533
21521,11535
54269,27991
54269,27491
54269,28563
54269,28653
21521,8662
21521,11682
54269,27992
54269,27492
54269,28663
21436,5691
25358,45050
54270,43072
21751,51352
54268,47962
21677,6171
54269,20621
21278,34271
25346,472
54269,29292
54270,43173
25346,11568
54269,28712
54252,28482
54270,43172
25346,36482
54269,29283
25346,16491
54269,20232
25358,4407
25358,4401
54270,43061
25358,4402
54270,43062
21677,8822
21677,8828
21677,19572
21677,19578
21677,34101
21677,34107
54269,20112
54269,21222
54269,22515
54269,22512
54269,22513
54269,22514
54269,22441
54269,22443
21677,34103
21677,34109
21677,34108
21677,34102
21436,5583
25358,64223
21436,51301
25358,64221
25358,41333
54270,43103
21265,1531
25358,4019
25358,4013
54270,43013
21531,30141
54252,27162
21523,6562
54269,27742
21278,7721
21278,12793
25358,64289
54270,43531
54270,43523
54269,21421
54269,21422
54269,21423
25358,4012
25358,4018
54270,43012
21751,5971
21268,10195
21268,10194
21677,8171
21677,8372
21677,45142
54269,21101
54269,28811
54269,28812
54269,20031
25358,64288
54270,43522
25358,42111
54270,43141
54269,21102
54270,43142
54269,24471
21531,7801
25358,4413
54270,43003
21274,51152
21274,41022
25358,4672
25346,13223
54269,21263
54270,43042
21677,24401
21278,34261
21278,34263
54252,22483
25346,8692
25346,34852
25346,15661
25346,34733
54269,23562
54269,23571
25358,4411
54270,43001
21436,51311
25358,64531
21523,18402
21523,46343
54269,27472
21278,503
54252,21762
54252,20813
21531,9601
54252,27171
54269,29683
54269,28243
21751,5532
21436,5512
21436,5941
21278,12753
21278,12783
54252,20023
21274,4461
21523,34138
21523,43949
21523,46108
21523,46102
21523,46103
21523,46109
54269,22192
21750,39352
21750,24961
54269,24201
25346,36732
25346,861
